paper,title,room,category
9137,Evolution of robustness in growing random networks,Room 6,nlin.AO
9138,"Implementation, Compilation, Optimization of Object-Oriented Languages,
  Programs and Systems - Report on the Workshop ICOOOLPS'2006 at ECOOP'06",Room 10,cs.PF
9139,"A note on growth of Fourier transforms and Moduli of continuity on Damek
  Ricci spaces",Room 7,math.HO
9140,"Selected Operations, Algorithms, and Applications of n-Tape Weighted
  Finite-State Machines",Room 12,cs.FL
9141,"Asymptotic analysis for a simple explicit estimator in Barndorff-Nielsen
  and Shephard stochastic volatility models",Room 3,q-fin.ST
9142,"Predation by Atractosteus tropicus on Bufo marinus and its possible
  affect on population in a lowland tropical wet rainforest",Room 4,q-bio.OT
9143,Betti Numbers of Graded Modules and Cohomology of Vector Bundles,Room 7,math.AC
9144,"Extremal metrics for spectral functions of Dirac operators in even and
  odd dimensions",Room 7,math.SP
9145,"Modelling the Frequency of Home Deliveries: An Induced Travel Demand
  Contribution of Aggrandized E-shopping in Toronto during COVID-19 Pandemics",Room 4,econ.EM
9146,Time Scales in Futures Markets and Applications,Room 4,q-fin.ST
9147,Coulomb drag as a measure of trigonal warping in doped graphene,Room 8,cond-mat.mes-hall
9148,"Intelligent Environments based on Ultra-Massive MIMO Platforms for
  Wireless Communication in Millimeter Wave and Terahertz Bands",Room 11,eess.SP
9149,Power laws of complex systems from Extreme physical information,Room 6,q-bio.CB
9150,"On the practical interest of discrete Inverse Polya and Weibull-1 models
  in industrial reliability studies",Room 1,stat.AP
9151,Mechanism Design without Rational Expectations,Room 4,econ.TH
9152,Monotonicity for entrywise functions of matrices,Room 5,math.FA
9153,"Experimental investigations of psychoacoustic characteristics of
  household vacuum cleaners",Room 8,eess.AS
9154,Cech homology for shape recognition in the presence of occlusions,Room 2,math.AT
9155,"Forecasting the term structure of crude oil futures prices with neural
  networks",Room 3,q-fin.GN
9156,A Mathematical Reformulation of the Reference Price,Room 4,stat.AP
9157,Dam Rain and Cumulative Gain,Room 3,q-fin.PR
9158,"Utility indifference pricing of derivatives written on industrial loss
  indexes",Room 3,q-fin.PR
9159,"Conformal Prediction Interval Estimations with an Application to
  Day-Ahead and Intraday Power Markets",Room 3,econ.EM
9160,Agnostically Learning Juntas from Random Walks,Room 5,cs.LG
9161,"Vocational Training Programs and Youth Labor Market Outcomes: Evidence
  from Nepal",Room 12,econ.EM
9162,An invariant for difference field extensions,Room 7,math.LO
9163,Covering Points by Disjoint Boxes with Outliers,Room 10,cs.CG
9164,Radiation-condensation instability in a four-fluid dusty plasma,Room 8,physics.plasm-ph
9165,"Direct evidence for inversion formula in multifractal financial
  volatility measure",Room 3,q-fin.ST
9166,"Auto-reverse nuclear migration in bipolar mammalian cells on
  micropatterned surfaces",Room 6,q-bio.CB
9167,A remark on invariants for C*-algebras of stable rank one,Room 7,math.OA
9168,The homotopy fixed point spectra of profinite Galois extensions,Room 7,math.AT
9169,"Territorial differences in the spread of COVID-19 in European regions
  and US counties",Room 4,econ.GN
9170,"Controlled Lagrangians and Stabilization of Discrete Mechanical Systems
  I",Room 5,math.OC
9171,"How effective are covid-19 vaccine health messages in reducing vaccine
  skepticism? Heterogeneity in messages effectiveness by just world beliefs",Room 1,econ.GN
9172,On equimultiple modules,Room 7,math.AC
9173,Viscoelasticity of model interphase chromosomes,Room 8,q-bio.BM
9174,"Temporo-Spatial Collaborative Filtering for Parameter Estimation in
  Noisy DCE-MRI Sequences: Application to Breast Cancer Chemotherapy Response",Room 2,eess.IV
9175,"THz-Frequency Spin-Hall Auto-Oscillator Based on a Canted
  Antiferromagnet",Room 8,physics.app-ph
9176,V-cycle optimal convergence for DCT-III matrices,Room 5,math.NA
9177,Integrable Nonautonomous Nonlinear Schrodinger Equations,Room 5,nlin.SI
9178,"The importance of quality in austere times: University competitiveness
  and grant income",Room 11,econ.GN
9179,K-Means Panel Data Clustering in the Presence of Small Groups,Room 4,econ.EM
9180,Implicit Linear Algebra and Basic Circuit Theory,Room 5,eess.SY
9181,Five-quark picture of Lambda(1405) in anisotropic lattice QCD,Room 12,hep-lat
9182,Siegel's theorem for Drinfeld modules,Room 7,math.NT
9183,"UAV-Aided Cellular Communications with Deep Reinforcement Learning
  Against Jamming",Room 10,eess.SP
9184,Quantum Anticipation Explorer,Room 5,cs.MS
9185,"Orthogonality criterion for banishing hydrino states from standard
  quantum mechanics",Room 5,hep-th
9186,Reconstruction of eye movements during blinks,Room 1,cs.SC
9187,"Impact of information cost and switching of trading strategies in an
  artificial stock market",Room 4,q-fin.TR
9188,"The enzyme cost of given metabolic flux distributions, as a function of
  logarithmic metabolite levels, is convex",Room 6,q-bio.MN
9189,Learned Video Compression,Room 2,eess.IV
9190,"On Approximating Frequency Moments of Data Streams with Skewed
  Projections",Room 2,cs.DS
9191,Vegetation Pattern Formation in Drylands,Room 5,nlin.PS
9192,"A Risk and Comfort Optimizing Motion Planning Scheme for Merging
  Scenarios",Room 10,eess.SY
9193,Doubly Robust Uniform Confidence Bands for Group-Time Conditional Average Treatment Effects in Difference-in-Differences,Room 1,econ.EM
9194,Some applications of the Beta function,Room 5,math.GM
9195,Genetic Classification of Populations using Supervised Learning,Room 2,q-bio.QM
9196,On the Safe Use of Inconsistent Mathematics,Room 7,math.GM
9197,"Hot subdwarf binaries - Masses and nature of their heavy compact
  companions",Room 12,astro-ph.SR
9198,One Call Away. Ownership Chains and Ease of Communication in Multinational Enterprises,Room 3,econ.GN
9199,Combinatorial Explorations in Su-Doku,Room 1,cs.AI
9200,"Long memory in select stock returns using an alternative wavelet
  log-scale alignment approach",Room 3,q-fin.ST
9201,Computational challenges of tumor spheroid modeling,Room 6,q-bio.TO
9202,Relative Robust Portfolio Optimization,Room 3,q-fin.PM
9203,Estimating Dyadic Treatment Effects with Unknown Confounders,Room 1,econ.EM
9204,"Computational modeling of spike generation in serotonergic neurons of
  the dorsal raphe nucleu",Room 8,q-bio.NC
9205,"Integrated modelling approaches for sustainable agri-economic growth and
  environmental improvement: Examples from Canada, Greece, and Ireland",Room 4,econ.GN
9206,"Intermittent chaotic spiking in the van der Pol-FitzHugh-Nagumo system
  with inertia",Room 8,nlin.AO
9207,"Power-free values, repulsion between points, differing beliefs and the
  existence of error",Room 12,math.NT
9208,"Focus Quality Assessment of High-Throughput Whole Slide Imaging in
  Digital Pathology",Room 2,eess.IV
9209,Computer Aided Detection for Pulmonary Embolism Challenge (CAD-PE),Room 1,eess.IV
9210,Capture into resonance and escape from it in a forced nonlinear pendulum,Room 8,nlin.CD
9211,"The intensity of the random variable intercept in the sector of negative
  probabilities",Room 3,q-fin.GN
9212,"Edge solitons of topological insulators and fractionalized
  quasiparticles in two dimensions",Room 8,cond-mat.str-el
9213,Large-Scale Simulation of Multi-Asset Ising Financial Markets,Room 3,q-fin.CP
9214,Time-Bridge Estimators of Integrated Variance,Room 3,q-fin.ST
9215,"A sharp bound on eigenvalues of Schroedinger operators on the halfline
  with complex-valued potentials",Room 5,math.SP
9216,"Experimenting with Convolutional Neural Network Architectures for the
  automatic characterization of Solitary Pulmonary Nodules' malignancy rating",Room 2,eess.IV
9217,Spatial effects on the speed and reliability of protein-DNA search,Room 6,q-bio.BM
9218,"Fund Characteristics and Performances of Socially Responsible Mutual
  Funds: Do ESG Ratings Play a Role?",Room 3,q-fin.PM
9219,"Targeted and Imaging-guided In Vivo Photodynamic Therapy of Tumors Using
  Dual-functional, Aggregation-induced Emission Nanoparticles",Room 11,q-bio.TO
9220,On Euclidean Norm Approximations,Room 1,cs.NA
9221,Exponential-family Random Network Models,Room 1,stat.ME
9222,"Unresolved excess accumulation of myelin-derived cholesterol contributes
  to scar formation after spinal cord injury",Room 6,q-bio.TO
9223,"Restricted Mobility Improves Delay-Throughput Trade-offs in Mobile
  Ad-Hoc Networks",Room 10,cs.PF
9224,Unstructured Human Activity Detection from RGBD Images,Room 2,cs.RO
9225,"The application of multivariate classification in evaluating the
  regional differentiation by population income in Russia",Room 4,econ.GN
9226,"Temperature dependent changes of the Mn 3d and 4p bands near T$_c$ in
  Colossal Magnetoresistance systems: a XANES study of La$_{1-x}$Ca$_x$MnO$_3$",Room 8,cond-mat
9227,"Quantifying Hidden Architectural Patterns in Metaplastic Tumors by
  Calculating the Quadrant-Slope Index (QSI)",Room 6,q-bio.TO
9228,Lexicographic Preferences over Random Availability Functions,Room 4,econ.TH
9229,"Lie detection algorithms attract few users but vastly increase
  accusation rates",Room 4,econ.GN
9230,"Approche conceptuelle par un processus d'annotation pour la
  repr\'esentation et la valorisation de contenus informationnels en
  intelligence \'economique (IE)",Room 1,cs.IR
9231,"Cupid's Invisible Hand: Social Surplus and Identification in Matching
  Models",Room 4,econ.GN
9232,SWIFT calibration of the Heston model,Room 3,q-fin.CP
9233,"Geometric Complexity Theory VII: Nonstandard quantum group for the
  plethysm problem",Room 7,cs.CC
9234,The government of state's power bodies by means of the Internet,Room 4,cs.CY
9235,Proximity penalty priors for Bayesian mixture models,Room 1,stat.ME
9236,An Impossibility Result for High Dimensional Supervised Learning,Room 1,stat.ML
9237,"The population of barred galaxies in the local universe I. Detection and
  characterisation of bars",Room 12,astro-ph.GA
9238,The driving force behind genomic diversity,Room 6,q-bio.PE
9239,"Applying the Z-transform for the static analysis of floating-point
  numerical filters",Room 2,cs.PL
9240,"Broadening of band-gap in photonic crystals with optically saturated
  media",Room 11,physics.optics
9241,Content vs. Form: What Drives the Writing Score Gap Across Socioeconomic Backgrounds? A Generated Panel Approach,Room 1,econ.EM
9242,"Prediction of head motion from speech waveforms with a
  canonical-correlation-constrained autoencoder",Room 2,eess.AS
9243,"An Examination of Ranked Choice Voting in the United States, 2004-2022",Room 4,econ.GN
9244,"Multifractal detrended fluctuation analysis of combustion flames in
  four-burner impinging entrained-flow gasifier",Room 5,physics.flu-dyn
9245,A decomposition theorem for maxitive measures,Room 7,math.GN
9246,"Pairing Functions, Boolean Evaluation and Binary Decision Diagrams in
  Prolog",Room 12,cs.LO
9247,Indifference of Defaultable Bonds with Stochastic Intensity models,Room 3,q-fin.CP
9248,"Ultrametric Wavelet Regression of Multivariate Time Series: Application
  to Colombian Conflict Analysis",Room 3,stat.ML
9249,Cyclotomy Primality Proofs and their Certificates,Room 12,math.NT
9250,"Deleveraging, short sale constraints and market crash",Room 4,q-fin.GN
9251,"The overlap of neural selectivity between faces and words: evidences
  from the N170 adaptation effect",Room 2,q-bio.NC
9252,A Bureaucratic Theory of Statistics,Room 1,stat.OT
9253,"The Basic Reproductive Number of Ebola and the Effects of Public Health
  Measures: The Cases of Congo and Uganda",Room 4,q-bio.OT
9254,Ravens satellite mission concept study,Room 11,physics.space-ph
9255,"3D Reconstruction of the Magnetic Vector Potential using Model Based
  Iterative Reconstruction",Room 2,stat.CO
9256,"The role of multiple soliton and breather interactions in generation of
  rogue waves: the mKdV framework",Room 8,nlin.PS
9257,"Retrospective-prospective symmetry in the likelihood and Bayesian
  analysis of case-control studies",Room 1,stat.ME
9258,Probabilistic cellular automata with conserved quantities,Room 6,nlin.CG
9259,Robust Estimation and Inference for High-Dimensional Panel Data Models,Room 1,econ.EM
9260,Model-Based Design of Energy-Efficient Applications for IoT Systems,Room 10,eess.SP
9261,"Fairness constraint in Structural Econometrics and Application to fair
  estimation using Instrumental Variables",Room 4,econ.EM
9262,"Deep Reinforcement Learning Strategies in Finance: Insights into Asset
  Holding, Trading Behavior, and Purchase Diversity",Room 3,q-fin.TR
9263,Rotation number of integrable symplectic mappings of the plane,Room 5,nlin.SI
9264,On equations over sets of integers,Room 12,cs.FL
9265,"Bruhat Order in the Full Symmetric $\mathfrak{sl}_n$ Toda Lattice on
  Partial Flag Space",Room 5,nlin.SI
9266,High-Dimensional Spatial-Plus-Vertical Price Relationships and Price Transmission: A Machine Learning Approach,Room 3,econ.EM
9267,"A Cross-Verification Approach for Protecting World Leaders from Fake and
  Tampered Audio",Room 2,eess.AS
9268,A Note on the Optimal Dividends Paid in a Foreign Currency,Room 4,q-fin.MF
9269,From the Big Bang to the Multiverse: Translations in Space and Time,Room 11,physics.pop-ph
9270,"Kinetic Monte Carlo Method for Rule-based Modeling of Biochemical
  Networks",Room 6,q-bio.QM
9271,Exploiting synthetic lethal vulnerabilities for cancer therapy,Room 6,q-bio.MN
9272,"Long-Term Modeling of Financial Machine Learning for Active Portfolio
  Management",Room 2,q-fin.CP
9273,"Nearest-Neighbor Distributions and Tunneling Splittings in Interacting
  Many-Body Two-Level Boson Systems",Room 5,nlin.CD
9274,Track Based Alignment in CMS,Room 11,physics.ins-det
9275,"Diffuse to fuse EEG spectra -- intrinsic geometry of sleep dynamics for
  classification",Room 2,eess.SP
9276,"The Extensive Special Relativity and Comment on Local Lorentz
  Transformation in Varying Speed of Light Theory",Room 11,physics.gen-ph
9277,Cancer Cell Motility: Optimizing Spatial Search Strategies,Room 6,q-bio.CB
9278,"Diversity Preferences, Affirmative Action and Choice Rules",Room 4,econ.TH
9279,"Efficient Computation of the Quasi Likelihood function for Discretely
  Observed Diffusion Processes",Room 1,stat.CO
9280,"Double Precision Computation of the Logistic Map Depends on
  Computational Modes of the Floating-point Processing Unit",Room 12,nlin.CD
9281,Multifractal wave functions of simple quantum maps,Room 5,nlin.CD
